id,fecha,id_p,usercode,fecha_hora,latitude,longitude,latitude_pc,longitude_pc,fecha_hora_pc,distancia
150,2018-06-02,280998,4BA93CE2575B5E69,2018-06-02 16:12:25,-16.38530572,-71.51666538,-16.38530572,-71.51666538,2018-06-02 16:12:05,5
151,2018-06-02,280998,4BA93CE2575B5E69,2018-06-02 16:12:25,-16.38530572,-71.51666538,-16.38530572,-71.51666538,2018-06-02 16:12:25,5
152,2018-06-02,280998,4BA93CE2575B5E69,2018-06-02 16:12:25,-16.38530572,-71.51666538,-16.38530572,-71.51666538,2018-06-02 16:12:45,5
153,2018-06-02,280998,4BA93CE2575B5E69,2018-06-02 16:12:25,-16.38530572,-71.51666538,-16.38530572,-71.51666538,2018-06-02 16:13:05,5
154,2018-06-02,280998,4BA93CE2575B5E69,2018-06-02 16:12:25,-16.38530572,-71.51666538,-16.38530572,-71.51666538,2018-06-02 16:13:25,5
155,2018-06-02,280998,4BA93CE2575B5E69,2018-06-02 16:12:25,-16.38530572,-71.51666538,-16.38528649,-71.51666410,2018-06-02 16:29:34,5
156,2018-06-02,280998,4BA93CE2575B5E69,2018-06-02 16:12:25,-16.38530572,-71.51666538,-16.38529043,-71.51666462,2018-06-02 16:32:18,5
157,2018-06-02,280998,4BA93CE2575B5E69,2018-06-02 16:12:25,-16.38530572,-71.51666538,-16.38528882,-71.51666577,2018-06-02 16:32:43,5
158,2018-06-02,280998,4BA93CE2575B5E69,2018-06-02 16:12:25,-16.38530572,-71.51666538,-16.38529221,-71.51666717,2018-06-02 16:33:24,5
159,2018-06-02,280998,4BA93CE2575B5E69,2018-06-02 16:12:25,-16.38530572,-71.51666538,-16.38528784,-71.51663406,2018-06-02 16:35:25,5
160,2018-06-02,280998,4BA93CE2575B5E69,2018-06-02 16:12:25,-16.38530572,-71.51666538,-16.38531097,-71.51662579,2018-06-02 20:58:56,5
161,2018-06-02,280998,4BA93CE2575B5E69,2018-06-02 16:12:25,-16.38530572,-71.51666538,-16.38526306,-71.51666522,2018-06-02 20:59:25,5
162,2018-06-02,280998,4BA93CE2575B5E69,2018-06-02 16:12:25,-16.38530572,-71.51666538,-16.38526611,-71.51666045,2018-06-02 20:59:54,5
163,2018-06-02,280998,4BA93CE2575B5E69,2018-06-02 16:12:25,-16.38530572,-71.51666538,-16.38526714,-71.51666032,2018-06-02 21:00:03,5
164,2018-06-02,280998,4BA93CE2575B5E69,2018-06-02 16:12:25,-16.38530572,-71.51666538,-16.38529297,-71.51662896,2018-06-02 21:00:26,5
165,2018-06-02,280998,4BA93CE2575B5E69,2018-06-02 16:12:25,-16.38530572,-71.51666538,-16.38531879,-71.51668069,2018-06-02 23:24:46,5
166,2018-06-02,280998,4BA93CE2575B5E69,2018-06-02 16:12:25,-16.38530572,-71.51666538,-16.38530963,-71.51663281,2018-06-02 23:28:22,5
167,2018-06-02,280998,4BA93CE2575B5E69,2018-06-02 16:12:25,-16.38530572,-71.51666538,-16.38526361,-71.51667751,2018-06-02 23:28:36,5
168,2018-06-02,280999,4BA93CE2575B5E69,2018-06-02 16:12:45,-16.38530572,-71.51666538,-16.38528795,-71.51666431,2018-06-02 16:16:15,5
169,2018-06-02,280999,4BA93CE2575B5E69,2018-06-02 16:12:45,-16.38530572,-71.51666538,-16.38530572,-71.51666538,2018-06-02 16:11:40,5
